id,name,location.address,location.locality,location.city,location.city_id,location.latitude,location.longitude,location.zipcode,location.country_id,location.locality_verbose,switch_to_order_menu,cuisines,average_cost_for_two,price_range,currency,user_rating.aggregate_rating,user_rating.rating_text,user_rating.rating_color,user_rating.votes,has_online_delivery,is_delivering_now,has_table_booking
18357551,Chinese Corner,"A-263, Vishwakarma Colony, MB Road, Near, Okhla Phase 1, New Delhi",Okhla Phase 1,New Delhi,1,28.5018442323,77.2872606665,,1,"Okhla Phase 1, New Delhi",0,"Chinese, South Indian",300,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18429188,Vishal Snacks,"A-1, Vishwakarma  Colony, Near BSES Complaint Center, Okhla Phase 1, New Delhi",Okhla Phase 1,New Delhi,1,28.501281,77.287037,,1,"Okhla Phase 1, New Delhi",0,"North Indian, Chinese, South Indian",300,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18432628,Aloo Bhaji Restaurant,"C-19, DDA Sheds, Okhla Phase 1, New Delhi",Okhla Phase 1,New Delhi,1,0.0,0.0,,1,"Okhla Phase 1, New Delhi",0,North Indian,500,2,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18472680,The Bakery,"A-47, Vishwakarma Colony, Near Okhla Phase 1, New Delhi",Okhla Phase 1,New Delhi,1,28.5014785,77.287153,,1,"Okhla Phase 1, New Delhi",0,Bakery,300,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
307409,Neha's Biscotte,"A-184, Sarita Vihar, New Delhi",Sarita Vihar,New Delhi,1,28.5336327,77.2868353,,1,"Sarita Vihar, New Delhi",0,"Bakery, Desserts",400,1,Rs.,3.5,Good,9ACD32,40,0,0,0
7483,Red Moon Bakery,"Okhla Industrial Area, Okhla Phase 2, New Delhi",Okhla Phase 2,New Delhi,1,28.5327507,77.2759158,0,1,"Okhla Phase 2, New Delhi",0,"Bakery, Desserts",400,1,Rs.,3.5,Good,9ACD32,26,0,0,0
1461,Chawla's²,"7, A Pocket Market, Sarita Vihar, New Delhi",Sarita Vihar,New Delhi,1,28.5336131,77.2868798,0,1,"Sarita Vihar, New Delhi",0,North Indian,500,2,Rs.,3.0,Average,CDD614,19,0,0,0
310164,Chawla Dhaba,"P-38, Industrial Area, Okhla Phase 2, New Delhi",Okhla Phase 2,New Delhi,1,28.5357956,77.2800843,,1,"Okhla Phase 2, New Delhi",0,North Indian,500,2,Rs.,3.0,Average,CDD614,10,1,0,0
18311948,The Golden Leaf,"C-42, Industrial Area, Okhla Phase 2, New Delhi",Okhla Phase 2,New Delhi,1,28.5345304,77.2781976,,1,"Okhla Phase 2, New Delhi",0,"North Indian, Fast Food",700,2,Rs.,3.0,Average,CDD614,6,0,0,0
308489,Friends Cafe,"A-36, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi",Mathura Road,New Delhi,1,28.5218234365,77.292133905,,1,"Mathura Road, New Delhi",0,North Indian,500,2,Rs.,0.0,Not rated,CBCBC8,2,0,0,0
18355004,Cafe Point,"C-42, Main Road, Industrial Area, Okhla Phase 2, New Delhi",Okhla Phase 2,New Delhi,1,28.5344146,77.278399,,1,"Okhla Phase 2, New Delhi",0,"Fast Food, Beverages",100,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18289277,Cookfresh,"Vasant Kunj, New Delhi",Vasant Kunj,New Delhi,1,0.0,0.0,,1,"Vasant Kunj, New Delhi",0,Asian,800,2,Rs.,0.0,Not rated,CBCBC8,2,0,0,0
306739,Ankit Fast Food Corner,"Opposite Sanjhi Rasoi, Dabri Road, Palam, New Delhi",Palam,New Delhi,1,28.5999471,77.081824,,1,"Palam, New Delhi",0,Chinese,200,1,Rs.,2.9,Average,FFBA00,5,0,0,0
18312564,Da Pizza Corner,"Rz-36A, Raj Nagar Part 1,
Palam Colony, Opposite Piller 47, Palam, New Delhi",Palam,New Delhi,1,28.5859879,77.0875177,,1,"Palam, New Delhi",0,"Fast Food, Pizza",600,2,Rs.,3.0,Average,CDD614,7,0,0,0
312169,Pizza Yum,"D-1/23, Street 5, Mahavir Enclave, Palam Dabri Road, Palam, New Delhi",Palam,New Delhi,1,28.5974151,77.0815144,,1,"Palam, New Delhi",0,"Pizza, Fast Food",650,2,Rs.,2.7,Average,FFBA00,8,0,0,0
18440259,Recipe Tadka,"D 1/252, Street 5, Mahavir Enclave, Palam, New Delhi",Palam,New Delhi,1,28.596432,77.0849466,,1,"Palam, New Delhi",0,North Indian,500,2,Rs.,0.0,Not rated,CBCBC8,3,0,0,0
306749,Vikram Ji Snacks,"Main Market, Palam Colony, Palam, New Delhi",Palam,New Delhi,1,28.583969,77.0909427,,1,"Palam, New Delhi",0,Fast Food,200,1,Rs.,0.0,Not rated,CBCBC8,3,0,0,0
312146,Janta Special Lassi Corner,"Main Market, Palam Colony, Palam, New Delhi",Palam,New Delhi,1,28.583836,77.0911161,,1,"Palam, New Delhi",0,Street Food,150,1,Rs.,0.0,Not rated,CBCBC8,3,0,0,0
306741,Mughal Zaika Chicken Point,"Shop 4, K.H 83/8/1, Mahavir Enclave, Main Dabri Road, Palam, New Delhi",Palam,New Delhi,1,28.5988478,77.0816013,,1,"Palam, New Delhi",0,"North Indian, Mughlai, Chinese",400,1,Rs.,2.9,Average,FFBA00,4,0,0,0
9974,Nawab Restaurant,"WZ 613, Raj Nagar, Palam Colony, Palam, New Delhi",Palam,New Delhi,1,28.5851308,77.0893327,,1,"Palam, New Delhi",0,"North Indian, Mughlai",400,1,Rs.,2.9,Average,FFBA00,7,0,0,0
300529,New Bikaner Sweets,"D 105, Street 6, Mahavir Enclave, Main Palam Dabri Road, Palam, New Delhi",Palam,New Delhi,1,28.5990759,77.0818086,0,1,"Palam, New Delhi",0,"Street Food, Desserts",200,1,Rs.,3.0,Average,CDD614,10,0,0,0
301994,Sher-E-Punjab,"WZ 613, Main Market, Palam Colony, Palam, New Delhi",Palam,New Delhi,1,28.5852411,77.0892552,,1,"Palam, New Delhi",0,North Indian,450,1,Rs.,3.0,Average,CDD614,5,0,0,0
18449798,Domino's Pizza,"Puran Nagar Main Road, Palam Colony, Palam, New Delhi",Palam,New Delhi,1,28.5872923,77.0851879,,1,"Palam, New Delhi",0,"Pizza, Fast Food",700,2,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
306729,Shudh Vaishno Amritsari Naan,"Near Hero Showroom, Dabri Road, Palam, New Delhi",Palam,New Delhi,1,28.5959508,77.0808459,,1,"Palam, New Delhi",0,North Indian,150,1,Rs.,3.0,Average,CDD614,6,0,0,0
18431159,Hyderabadi & Muradabadi Chicken Corner,"RZ A1, Near Mothers Pride School, Palam Dabri Road, Palam, New Delhi",Palam,New Delhi,1,28.6048103,77.0821745,,1,"Palam, New Delhi",0,Mughlai,450,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
306733,Aggarwal Sweet Centre,"Main Road, Kailashpuri, Palam, New Delhi",Palam,New Delhi,1,28.6054188,77.0830226,,1,"Palam, New Delhi",0,North Indian,150,1,Rs.,0.0,Not rated,CBCBC8,2,0,0,0
301783,Radhika Sweets,"Sadh Nagar Main Road, Palam, New Delhi",Palam,New Delhi,1,28.5910707,77.0909658,,1,"Palam, New Delhi",0,"Desserts, Street Food",100,1,Rs.,2.9,Average,FFBA00,5,0,0,0
18489651,The Night Rider,"Palam Colony, Vijay Enclave, Near Shani Mandir, Dashrathpuri, Palam, New Delhi",Palam,New Delhi,1,28.6044475399,77.0832070185,,1,"Palam, New Delhi",0,"North Indian, Chinese",500,2,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
301775,Pizza Day,"Ram Chowk, Sadh Nagar, Palam, New Delhi",Palam,New Delhi,1,28.5942717,77.0961177,,1,"Palam, New Delhi",0,"Pizza, Fast Food",500,2,Rs.,0.0,Not rated,CBCBC8,2,0,0,0
306750,Aayush Food Plaza,"Main Road, Sadh Nagar, Palam, New Delhi",Palam,New Delhi,1,28.590995,77.0909272,,1,"Palam, New Delhi",0,"Chinese, Fast Food",300,1,Rs.,2.9,Average,FFBA00,5,0,0,0
313012,Pizza Day,"Ram Chowk, Main Market, Palam Colony, Palam, New Delhi",Palam,New Delhi,1,28.5871261,77.0909455,,1,"Palam, New Delhi",0,"Pizza, Fast Food",500,2,Rs.,0.0,Not rated,CBCBC8,2,1,0,0
301867,Munna Bakery,"60 Feet Road, Sadh Nagar, Palam, New Delhi",Palam,New Delhi,1,28.5912032,77.0927191,,1,"Palam, New Delhi",0,Bakery,100,1,Rs.,0.0,Not rated,CBCBC8,3,0,0,0
6475,Nazeer Foods,"C-5, Ground Floor, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,New Delhi,1,28.5366373,77.2123353,0,1,"Malviya Nagar, New Delhi",0,"North Indian, Mughlai, Chinese",650,2,Rs.,3.6,Good,9ACD32,427,0,0,0
300302,Nikashee,"E-1/12, Ground Floor, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,New Delhi,1,28.5340283,77.2090442,0,1,"Malviya Nagar, New Delhi",0,"Chinese, Thai",600,2,Rs.,3.7,Good,9ACD32,408,0,0,0
306166,Pema's,"Shop 3, 3/31, Upper Ground Floor, Shivalik Road, Malviya Nagar, New Delhi",Malviya Nagar,New Delhi,1,28.5342075,77.2072907,,1,"Malviya Nagar, New Delhi",0,"Chinese, Tibetan, Japanese",700,2,Rs.,3.6,Good,9ACD32,412,1,0,0
305526,Flavors of Chennai,"6, Corner Market, Near Hanuman Temple, Malviya Nagar, New Delhi",Malviya Nagar,New Delhi,1,28.538922,77.2136687,110017,1,"Malviya Nagar, New Delhi",0,South Indian,400,1,Rs.,3.7,Good,9ACD32,370,1,0,0
310665,Thok (The House of Kakori),"Malviya Nagar, New Delhi",Malviya Nagar,New Delhi,1,28.534082,77.2096819,,1,"Malviya Nagar, New Delhi",0,"North Indian, Mughlai, Chinese",600,2,Rs.,3.4,Average,CDD614,485,1,1,0
18163892,The Delhi Canteen,"30, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,New Delhi,1,28.5384888,77.2142624,,1,"Malviya Nagar, New Delhi",0,"North Indian, Continental, Asian, Chinese, Thai",1000,3,Rs.,3.6,Good,9ACD32,305,1,0,1
18334452,Pepper Kitchen,"C 51, Ground Floor, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,New Delhi,1,28.5355604,77.2104778,110017,1,"Malviya Nagar, New Delhi",0,"Cafe, American, Italian",500,2,Rs.,4.0,Very Good,5BA829,244,1,0,0
301722,Dunkin' Donuts,"C-6, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,New Delhi,1,28.5363476,77.2115336,,1,"Malviya Nagar, New Delhi",0,"Burger, Desserts, Fast Food",600,2,Rs.,3.6,Good,9ACD32,290,1,0,0
2586,Chic Fish,"32, Corner Market, Maharishi Dayanand Marg, Malviya Nagar, New Delhi",Malviya Nagar,New Delhi,1,28.5382487,77.2143619,0,1,"Malviya Nagar, New Delhi",0,"North Indian, Chinese",750,2,Rs.,3.5,Good,9ACD32,361,1,0,0
131,Chopsticks,"The Village Restaurant Complex, Next to Sirifort Auditorium, Khel Gaon Marg, New Delhi","The Village Restaurant Complex, Khel Gaon Marg",New Delhi,1,28.5525438,77.2133902,0,1,"The Village Restaurant Complex, Khel Gaon Marg, New Delhi",0,"Chinese, Thai",1700,3,Rs.,3.6,Good,9ACD32,350,1,0,1
3555,Sahara Restaurant,"F-94, Katwaria Sarai, Near Panchayat Ghar, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.5418908,77.1863386,0,1,"Qutab Institutional Area, New Delhi",0,"North Indian, Mughlai",400,1,Rs.,0.0,Not rated,CBCBC8,3,0,0,0
18312571,Parashar's,"Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.5365468,77.1832793,,1,"Qutab Institutional Area, New Delhi",0,"Chinese, North Indian",250,1,Rs.,2.9,Average,FFBA00,4,0,0,0
18025131,Just Vada Pav,"Shop 2, Ground Floor, 124-A/1, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.5403944444,77.1858583333,,1,"Qutab Institutional Area, New Delhi",0,Street Food,100,1,Rs.,0.0,Not rated,CBCBC8,3,0,0,0
7797,Chakhna Food Point,"F/238, Near SBI ATM, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.5413709,77.1859094,0,1,"Qutab Institutional Area, New Delhi",0,"North Indian, Fast Food",250,1,Rs.,2.9,Average,FFBA00,6,0,0,0
18352263,Da Pizza Corner,"123, Near PNB ATM, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.5404740527,77.1854503825,,1,"Qutab Institutional Area, New Delhi",0,Pizza,600,2,Rs.,2.9,Average,FFBA00,4,1,0,0
302573,Quality Restaurant,"F-124, Basement, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.5413154,77.1857753,,1,"Qutab Institutional Area, New Delhi",0,North Indian,350,1,Rs.,0.0,Not rated,CBCBC8,3,0,0,0
18153550,Sumona Restaurant,"F-95, Katwaria Sarai, Near Shiv Mandir, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.542109878,77.1865018085,,1,"Qutab Institutional Area, New Delhi",0,North Indian,200,1,Rs.,0.0,Not rated,CBCBC8,3,0,0,0
18161591,Mangal Ji and Gupta Ji Dhaba,"Near IIFT, Opposite Sahaj Yog Mandir, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.5361558,77.1884819,,1,"Qutab Institutional Area, New Delhi",0,North Indian,350,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
18355275,Hungry Folks Food Corner,"House 20, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.5416196,77.1857394,,1,"Qutab Institutional Area, New Delhi",0,"Fast Food, North Indian, Chinese",600,2,Rs.,0.0,Not rated,CBCBC8,3,0,0,0
18352264,Ravi Ke Parathe,"F-114, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.5415149283,77.1864086017,,1,"Qutab Institutional Area, New Delhi",0,North Indian,100,1,Rs.,0.0,Not rated,CBCBC8,2,0,0,0
18414494,Shere-E-Punjab,"Near Main Gate, Sanjay Park, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.536976,77.182236,,1,"Qutab Institutional Area, New Delhi",0,"North Indian, Chinese",400,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
18414497,Fourteen Eleven Tea Cafe,"H-164, Katwaria Sarai, New Delhi, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.5419777,77.1852381,,1,"Qutab Institutional Area, New Delhi",0,Fast Food,150,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
18332442,Dabbba Wala Home Away,"67/2, Near Gumbad, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.539589,77.182736,,1,"Qutab Institutional Area, New Delhi",0,North Indian,550,2,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
18312455,Hussain - UP Ki Mashoor Biryani,"Sabzi Mandi, Katwaria Sarai Main Road, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.5415131,77.1862789,,1,"Qutab Institutional Area, New Delhi",0,Biryani,150,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
18439705,The Hubbub Cafe and Restaurant,"2, Lalitaksh Singh Lakra Marg, Jia Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.546945,77.189514,,1,"Qutab Institutional Area, New Delhi",0,North Indian,500,2,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18345771,Foodieholic,"F-154, Katwaria Saria, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.541507565,77.1856931224,,1,"Qutab Institutional Area, New Delhi",0,"Chinese, North Indian, South Indian",200,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18306540,Shree Jagannath Restaurant,"F-44, Gummad Wali Gali, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,0.0,0.0,,1,"Qutab Institutional Area, New Delhi",0,North Indian,350,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18412894,Cake Walk,"A-127, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.5408514,77.1855515,,1,"Qutab Institutional Area, New Delhi",0,"Bakery, Fast Food",100,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18312459,Pandey Ji Restaurant,"F-226, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.5418695423,77.1860874072,,1,"Qutab Institutional Area, New Delhi",0,"North Indian, Chinese",150,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18312463,Chhotu Restaurant,"F-93, Katwaria Sarai, Ground Floor, Near Shiv Mandir, Qutab Institutional Area, New Delhi",Qutab Institutional Area,New Delhi,1,28.5424845,77.186376,,1,"Qutab Institutional Area, New Delhi",0,North Indian,350,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
307171,Abdul Muradabadi Chicken,"Kashmiri Market, Sector 1, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5645773,77.1802838,,1,"R K Puram, New Delhi",0,North Indian,350,1,Rs.,2.9,Average,FFBA00,11,0,0,0
307865,Green Chick Chop,"Shop 13, Sector 8 Market, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5726799,77.1675179,,1,"R K Puram, New Delhi",0,"Raw Meats, North Indian, Fast Food",350,1,Rs.,3.0,Average,CDD614,10,0,0,0
18428880,Vdesi,"D 36, Mohan Singh Market, Sector 6, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5661453,77.1760591,,1,"R K Puram, New Delhi",0,"Chinese, North Indian",400,1,Rs.,3.1,Average,CDD614,5,0,0,0
18478389,Die Bäckerei,"Aradhana Enclave, Sector 13, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5751601,77.1784867,,1,"R K Puram, New Delhi",0,"Bakery, Desserts",500,2,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
307169,Laxmi Corner,"Outside Tamil Sangam Building, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5644842,77.1779027,,1,"R K Puram, New Delhi",0,North Indian,150,1,Rs.,3.0,Average,CDD614,5,0,0,0
18486861,Biryani Point,"Opposite Sangam Cinema Bus Stand, Sector 9, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5737361,77.173904,,1,"R K Puram, New Delhi",0,"South Indian, Biryani",150,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
18472663,Faaso's,"Shop 11, 1st Floor, Sector 8 Market, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5723659,77.1670746,,1,"R K Puram, New Delhi",0,"North Indian, Fast Food",600,2,Rs.,0.0,Not rated,CBCBC8,1,1,0,0
18469974,Ovenstory Pizza,"Sector 8 Market, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5726176,77.1668949,,1,"R K Puram, New Delhi",0,"Pizza, Fast Food",500,2,Rs.,0.0,Not rated,CBCBC8,1,1,0,0
18425179,Rapchick Biryani,"Shop 1, Sector 9, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5735311,77.1736345,,1,"R K Puram, New Delhi",0,North Indian,350,1,Rs.,0.0,Not rated,CBCBC8,2,0,0,0
18352172,Sindh Snacks,"Sector 9, Opposte House Tax Building, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5735816,77.1735792,,1,"R K Puram, New Delhi",0,North Indian,450,1,Rs.,0.0,Not rated,CBCBC8,3,0,0,0
18325509,Kingdom Restaurant,"73, Vasant Place Complex, Sector 6, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5652799,77.167479,,1,"R K Puram, New Delhi",0,Chinese,650,2,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
18434343,Dada Ka Dhaba,"D 41, Mohan Singh Market, Sector-6, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5660557,77.1760606,,1,"R K Puram, New Delhi",0,"North Indian, Mughlai",500,2,Rs.,0.0,Not rated,CBCBC8,0,1,0,0
18472665,Behrouz Biryani,"Shop 11, 1st Floor, Sector 8 Market, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5724166,77.1671335,,1,"R K Puram, New Delhi",0,Biryani,600,2,Rs.,0.0,Not rated,CBCBC8,0,1,0,0
18427212,"34, Chowringhee Lane","Shop 68, Vasant Place Market, Sector 6, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5652136,77.1672543,,1,"R K Puram, New Delhi",0,"Fast Food, Mughlai, Armenian",350,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
313127,Aggarwal Sweets,"Shop 3, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5647404,77.181991,,1,"R K Puram, New Delhi",0,"South Indian, Chinese, Mithai",200,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18396151,Chinese Hut,"Near GGS Dispensary, Sector 4, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5626093,77.1793853,,1,"R K Puram, New Delhi",0,"Chinese, Fast Food",300,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18486869,Hot & Tasty,"39/3, Near Ram Mandir, Mohammdpur, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5658333,77.1884619,110066,1,"R K Puram, New Delhi",0,Chinese,200,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18486866,Gupta Ji Ka Dhaba,"D 42, Mohan Singh Market, Sector 6, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5659833,77.1762403,,1,"R K Puram, New Delhi",0,"North Indian, Mughlai, Armenian",200,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18461352,Rupa Bangali Dhaba,"Munirka Village, R K Puram, New Delhi",R K Puram,New Delhi,1,28.5635547,77.1785769,,1,"R K Puram, New Delhi",0,"North Indian, Mughlai",300,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18057802,Mysore Cafe,"12, South Avenue Market, Near Sena Bhawan, India Gate, New Delhi",India Gate,New Delhi,1,28.6083918,77.2014634,,1,"India Gate, New Delhi",0,South Indian,200,1,Rs.,3.2,Average,CDD614,12,0,0,0
312231,M.P. Canteen,"South Avenue, President's Estate, Near, India Gate, New Delhi",India Gate,New Delhi,1,28.607967,77.198618,,1,"India Gate, New Delhi",0,"South Indian, North Indian, Chinese, Mughlai",350,1,Rs.,3.1,Average,CDD614,13,0,0,0
18481278,Mirch Masala Restaurant,"Shop 1, South Avenue Market, India Gate, New Delhi",India Gate,New Delhi,1,28.6086732,77.1981633,,1,"India Gate, New Delhi",0,North Indian,400,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
311828,Moti Mahal Delux - Tandooori Trail,"159, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.5619836856,77.1973308921,110029,1,"Safdarjung, New Delhi",0,"North Indian, Mughlai",800,2,Rs.,2.7,Average,FFBA00,90,1,0,0
18126972,Get Lost in Flavours,"Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.5617460455,77.192248106,110029,1,"Safdarjung, New Delhi",0,"North Indian, Chinese",650,2,Rs.,2.6,Average,FFBA00,70,1,0,0
5846,Red Chilli,"A-1/153, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.5672154601,77.194801569,0,1,"Safdarjung, New Delhi",0,"North Indian, Chinese, Mughlai",900,2,Rs.,3.0,Average,CDD614,64,1,0,0
18456770,Napoli Pizza,"Safdarjung Enclave, New Delhi",Safdarjung,New Delhi,1,28.560712,77.198835,110029,1,"Safdarjung, New Delhi",0,Pizza,800,2,Rs.,4.0,Very Good,5BA829,41,1,0,0
4330,Gupta's Rasoi,"B-6, Commercial Market, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.5588740031,77.1962945536,0,1,"Safdarjung, New Delhi",0,North Indian,350,1,Rs.,2.8,Average,FFBA00,60,1,0,0
300281,The Chef Restaurant,"70, Humayun Pur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.5617242544,77.1940213814,0,1,"Safdarjung, New Delhi",0,Chinese,400,1,Rs.,3.4,Average,CDD614,63,0,0,0
1774,Rainbows,"Shop 2, AB-6, Community Center, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.5658584,77.1993312,0,1,"Safdarjung, New Delhi",0,"Fast Food, Desserts",400,1,Rs.,3.5,Good,9ACD32,51,1,0,0
305606,Zustt Yummy,"70 B, LGF, Safdarjung Enclave, New Delhi, Safdarjung, New Delhi",Safdarjung,New Delhi,1,0.0,0.0,110029,1,"Safdarjung, New Delhi",0,"North Indian, Chinese, Fast Food",500,2,Rs.,2.3,Poor,FF7800,54,0,0,0
18357527,Treat Up Cafe and Restaurant,"House 20F, Basement, Gali 1, Krishna Nagar, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.5627413623,77.1954181418,110029,1,"Safdarjung, New Delhi",0,"Cafe, American, Continental, Nepalese",500,2,Rs.,3.6,Good,9ACD32,31,0,0,0
18337920,Weird Time Food,"Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.5607887068,77.1938463673,110029,1,"Safdarjung, New Delhi",0,"Continental, Fast Food",600,2,Rs.,3.6,Good,9ACD32,49,1,0,0
300280,Druk,"77, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.5618125966,77.1941742674,0,1,"Safdarjung, New Delhi",0,"Tibetan, Chinese",400,1,Rs.,2.8,Average,FFBA00,53,0,0,0
7310,Adish,"AB 2, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.565381,77.198856,0,1,"Safdarjung, New Delhi",0,"North Indian, Chinese, South Indian",700,2,Rs.,3.1,Average,CDD614,45,0,0,0
18219526,High On Burgers,"Shop 1, C-61/2, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.5605790393,77.1991879866,,1,"Safdarjung, New Delhi",0,Fast Food,300,1,Rs.,3.2,Average,CDD614,37,1,0,0
18458306,Sumo Sushi,"Shop 13, B6, DDA Market, Chaudhary Harsukh Marg, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.5598,77.192026,,1,"Safdarjung, New Delhi",0,Sushi,1000,3,Rs.,3.9,Good,9ACD32,21,1,0,0
300258,Cafe Coffee Day - The Lounge,"B6/6, Commercial Complex, Safdarjung Enclave, New Delhi, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.559014,77.19591,0,1,"Safdarjung, New Delhi",0,Cafe,750,2,Rs.,2.5,Average,FFBA00,32,0,0,0
18144483,Le Himalaya,"107/A, Ground Floor, Humayunpur, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.5608773441,77.1932586282,110029,1,"Safdarjung, New Delhi",0,"Tibetan, Chinese",700,2,Rs.,3.1,Average,CDD614,34,1,0,0
306870,Chawla Chicken,"Shop 1, Central Market, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.5672958473,77.194397226,110029,1,"Safdarjung, New Delhi",0,"North Indian, Mughlai",500,2,Rs.,3.5,Good,9ACD32,40,1,0,0
304186,Hangchuaa's Chinese Food Corner,"D-65, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,New Delhi,1,28.5606205605,77.1989952028,,1,"Safdarjung, New Delhi",0,Chinese,600,2,Rs.,3.1,Average,CDD614,35,1,0,0
